Graph,"public Set<E> getAllEdges(V sourceVertex, V targetVertex);",getAllEdges,../code_corpus/jgrapht_manual/comments/getAllEdges.java,
Graph,"public E getEdge(V sourceVertex, V targetVertex);",getEdge,../code_corpus/jgrapht_manual/comments/getEdge.java,
Graph,"public EdgeFactory<V, E> getEdgeFactory();",getEdgeFactory,../code_corpus/jgrapht_manual/comments/getEdgeFactory.java,
Graph,"public E addEdge(V sourceVertex, V targetVertex);",addEdge,../code_corpus/jgrapht_manual/comments/addEdge.java,
Graph,"public boolean addEdge(V sourceVertex, V targetVertex, E e);",addEdge,../code_corpus/jgrapht_manual/comments/addEdge_boolean.java,
Graph,public boolean addVertex(V v);,addVertex,../code_corpus/jgrapht_manual/comments/addVertex.java,
Graph,"public boolean containsEdge(V sourceVertex, V targetVertex);",containsEdge,../code_corpus/jgrapht_manual/comments/containsEdge.java,
Graph,public boolean containsEdge(E e);,containsEdge,../code_corpus/jgrapht_manual/comments/containsEdge_vertex.java,
Graph, public boolean containsVertex(V v);,containsVertex,../code_corpus/jgrapht_manual/comments/containsVertex.java,
Graph,public Set<E> edgeSet();,edgeSet,../code_corpus/jgrapht_manual/comments/edgeSet.java,
Graph, public Set<E> edgesOf(V vertex);,edgesOf,../code_corpus/jgrapht_manual/comments/edgesOf.java,
Graph,public boolean removeAllEdges(Collection<? extends E> edges);,removeAllEdges,../code_corpus/jgrapht_manual/comments/removeAllEdges.java,
Graph,"public Set<E> removeAllEdges(V sourceVertex, V targetVertex);",removeAllEdges,../code_corpus/jgrapht_manual/comments/removeAllEdges_vertex.java,
Graph,public boolean removeAllVertices(Collection<? extends V> vertices);,removeAllVertices,../code_corpus/jgrapht_manual/comments/removeAllVerticies.java,
Graph,"public E removeEdge(V sourceVertex, V targetVertex);",removeEdge,../code_corpus/jgrapht_manual/comments/removeEdge.java,
Graph,public boolean removeEdge(E e);,removeEdge,../code_corpus/jgrapht_manual/comments/removeEdge_edge.java,
Graph,public boolean removeVertex(V v);,removeVertex,../code_corpus/jgrapht_manual/comments/removeVertex.java,
Graph,public Set<V> vertexSet();,vertexSet,../code_corpus/jgrapht_manual/comments/vertexSet.java,
Graph,public V getEdgeSource(E e);,getEdgeSource,../code_corpus/jgrapht_manual/comments/getEdgeSource.java,
Graph,public V getEdgeTarget(E e);,getEdgeTarget,../code_corpus/jgrapht_manual/comments/getEdgeTarget.java,
Graph, public double getEdgeWeight(E e);,getEdgeWeight,../code_corpus/jgrapht_manual/comments/getEdgeWeight.java,
