../code_corpus/python/boto/both/connection.py_65_both, 659:0.0347689250578 1352:0.0168622237709 1426:0.0053198931831 1720:0.000112385403523 2396:0.0764371991461 3184:0.0687803954108 3210:0.100319866549 3341:0.0223718312276 4035:0.0491306762172 4120:0.0191092997865 4396:0.00522796205613 4710:0.0132265632826 5678:0.0155953597094 5756:0.0184496576058 6380:0.0243001373771 6573:0.0541468418989 6913:0.0190072598643 7118:0.0275076278926 7767:0.00973246674219 8812:0.0175846527202 9535:0.00703183652241 9659:0.0194431117636 9858:0.0166816385312 10015:0.0116680144754 10024:0.00811380759732 10318:0.00166795061316 10832:0.0122488004516 11054:0.0275076278926 11198:0.0236598758385
../code_corpus/python/boto/both/blockdevicemapping.py_3_both, 211:0.0152656840617 439:0.0152656840617 956:0.00616567420932 1013:0.00682396641969 1062:0.0147389992084 1636:0.00599700989551 1720:0.000454427935984 1836:0.00292503821313 1973:0.0152656840617 2495:0.0492917885137 2771:0.0126946501087 2782:0.143086663495 3289:0.0159446989346 3799:0.00864892349536 4184:0.0169017166469 4284:0.0431728041803 4456:0.0159446989346 4704:0.0038788941083 4766:0.0159446989346 4984:0.0169017166469 5117:0.0154317367717 5239:0.0143086663495 5927:0.0147389992084 6146:0.00170671655261 7481:0.0159446989346 7839:0.0136296514766 9535:0.00947769270412 10241:0.018537749232 10312:0.0143086663495 10671:0.00828508224737 10982:0.0109402491849 11061:0.0497198239171 11235:0.0159446989346 11240:0.0119940256928 11430:0.0128780063779
../code_corpus/python/boto/both/key.py_39_both, 156:0.00428096684277 159:0.00385293198948 263:0.00456729409327 318:0.0054787518476 566:0.00307272643935 626:0.00214803373536 799:0.00343075750085 833:0.0123939441749 1254:0.00417211027427 1352:0.00169993150211 1363:0.00156713467861 1368:0.0053577816752 1426:0.00750840208607 1466:0.00207191104314 1475:0.00944328108206 1518:0.00309885509003 1720:0.000101969195392 1794:0.00184843578768 1802:0.00249737332568 1806:0.00172471193553 1836:0.00175026676818 1918:0.00336345232173 1997:0.0075106299448 2000:0.0115587959684 2008:0.00209816573574 2017:0.00385293198948 2034:0.0039202371686 2245:0.00394578471883 2283:0.00373496342501 2322:0.00554625342876 2401:0.00456729409327 2645:0.00269117236263 2766:0.00399463959227 2771:0.00189903708943 2786:0.00301568025678 2976:0.00303557368185 3286:0.00339630335602 3341:0.0162386755447 3443:0.00554625342876 3458:0.00490786410765 3568:0.00417211027427 3582:0.00477044651052 3620:0.00477044651052 3657:0.00856193368554 3767:0.00358833475778 3816:0.00325532596864 3828:0.00428096684277 4171:0.00220791449627 4173:0.00568503995548 4194:0.011204890275 4284:0.00107639511777 4396:0.00316227948761 4485:0.00299633192621 4507:0.022185013715 4662:0.00199390963881 4684:0.00399463959227 4704:0.00116051466005 4718:0.00271639539706 4742:0.00240072749178 5167:0.0166387602863 5273:0.00990602252183 5286:0.0078404743372 5367:0.00824997163896 5445:0.00666412365096 5712:0.00637630311089 5715:0.00339630335602 5756:0.0136397468696 6122:0.00440971683634 6138:0.00353321750939 6141:0.00706443067086 6146:0.00459564652214 6380:0.00489953989392 6523:0.0110925068575 6541:0.00554625342876 6573:0.0136467650314 6581:0.00350515992453 6739:0.00445383145863 6748:0.00403474518144 6913:0.0140519796504 6956:0.00336345232173 7031:0.00227334737233 7112:0.00339630335602 7200:0.000966999282433 7248:0.00183356850404 7395:0.0246190584592 7525:0.00554625342876 7664:0.00407781442552 7759:0.00440971683634 7767:0.00196231849761 7832:0.0166387602863 7866:0.00559593423954 7924:0.00477044651052 7970:0.00540734254205 8173:0.00194488131811 8269:0.00201261721996 8371:0.0062425501296 8383:0.00263179539706 8465:0.0202314501167 8743:0.00440971683634 8800:0.00477044651052 8955:0.0122334432766 9090:0.0026788908376 9284:0.00428096684277 9400:0.00477044651052 9535:0.00141780118501 9636:0.00654636048786 9640:0.0166387602863 9660:0.00760823175594 9846:0.00319315093877 9906:0.00417211027427 9966:0.00428096684277 9988:0.00327318024393 9989:0.0102250196289 10012:0.00191124782403 10014:0.0166884410971 10015:0.00588143819084 10024:0.00163595470255 10155:0.00139755424506 10318:0.0006726044749 10373:0.00379148717502 10667:0.00477044651052 10671:0.00495757766997 10786:0.00758297435005 10832:0.00246967683902 10983:0.00233791545543 10993:0.0035455234753 11014:0.00554625342876 11042:0.00358833475778 11137:0.00275600408952 11194:0.0128429005283 11240:0.002936009837 11248:0.00305604380755 11393:0.0110235365019 11459:0.0105176793742 11586:0.00195354608804
../code_corpus/python/boto/both/key.py_20_both, 47:0.00362298042619 71:0.00341299935626 98:0.00645238374741 129:0.00573268211544 226:0.00842976763595 249:0.00344406390365 318:0.0132134603383 526:0.00275646024714 566:0.00105867045389 626:0.00222023655 645:0.00341299935626 743:0.00248996123189 839:0.00746988369566 854:0.00475734677005 863:0.00280770280537 1008:0.00636111569348 1108:0.00287727034345 1154:0.00391893212208 1352:0.00702828822721 1363:0.00323962294906 1365:0.0041605364379 1426:0.0166302543203 1475:0.00244017557373 1536:0.00358351639955 1550:0.00366470073497 1600:0.00338320310927 1631:0.00431234927508 1703:0.00351046481337 1720:2.34214958602e-05 1785:0.0160150914317 1794:0.00382113616613 1802:0.00258131864756 1818:0.00305862395237 1900:0.00450105496263 1918:0.00347650954263 1997:0.0155261761884 2008:0.00433738463019 2025:0.00287727034345 2058:0.00305862395237 2140:0.0107505491987 2245:0.00679736022991 2264:0.00421488381798 2420:0.00212574424035 2483:0.0021309765688 2572:0.00676640621854 2686:0.0032261918737 2735:0.00670915129653 2771:0.00588861080673 2857:0.00292243361471 2895:0.00493079765373 2922:0.00741790210431 2964:0.00398244230845 3025:0.00597471396003 3124:0.0103321917109 3198:0.00522674934962 3222:0.00256210946809 3286:0.00351046481337 3341:0.0382313915836 3441:0.00676640621854 3458:0.00169094477658 3463:0.00534925016183 3545:0.00284864288244 3723:0.00469442794663 3736:0.00850421843237 3749:0.00522674934962 3767:0.00370895105215 3799:0.00802387524275 3816:0.00841187172568 3846:0.0185447552608 3893:0.00468542023324 4076:0.0100637269448 4087:0.00293813113783 4171:0.00456426021917 4173:0.00195871124517 4201:0.0018952010588 4228:0.00442486488791 4284:0.00333772939881 4396:0.00653714919288 4485:0.00309704896575 4540:0.00197126009338 4597:0.002744192619 4598:0.00386050841409 4614:0.00295417368893 4679:0.00380641650926 4904:0.00522674934962 4924:0.00975037615446 5012:0.00412891319201 5199:0.00442486488791 5240:0.00290706659044 5300:0.00431234927508 5367:0.00852728161002 5438:0.0032261918737 5445:0.00344406390365 5447:0.00573268211544 5664:0.00375605815064 5682:0.00650025076964 5706:0.00493079765373 5709:0.00573268211544 5712:0.00219687754241 5756:0.0102532550952 5763:0.00522674934962 6138:0.0121732704105 6139:0.00881059034333 6141:0.00625876330744 6146:0.00527791337277 6249:0.00185814199872 6373:0.0021309765688 6447:0.00375605815064 6524:0.00335457564826 6550:0.00442486488791 6559:0.00796488461691 6573:0.00846328789344 6638:0.00587626227565 6739:0.00230177003955 6748:0.00208518343411 6871:0.00362298042619 6875:0.00300453204755 6913:0.0105631382551 7031:0.0164483368704 7150:0.00421488381798 7179:0.00344406390365 7200:0.00199900691999 7395:0.010602745765 7767:0.00405655756649 7970:0.00558910195523 8146:0.00245639638999 8173:0.00201025548007 8226:0.00320301828633 8245:0.00344406390365 8482:0.00295417368893 8754:0.00670915129653 8835:0.00309704896575 8919:0.00493079765373 8961:0.00366470073497 9048:0.00298735698001 9178:0.00375605815064 9288:0.00302212101171 9297:0.00240877689647 9383:0.00795850560999 9455:0.00796488461691 9477:0.00522674934962 9535:0.000732729183848 9638:0.00304014431489 9670:0.00375605815064 9694:0.00986159530746 9706:0.00724596085238 9807:0.00405200984653 9912:0.00522674934962 10012:0.00197549144837 10015:0.010942440466 10118:0.00220846360618 10155:0.00577812343338 10193:0.00442486488791 10197:0.00362298042619 10239:0.00493079765373 10324:0.0131128351098 10345:0.00604424202342 10417:0.00358351639955 10496:0.00522674934962 10532:0.00406571003149 10666:0.00366470073497 10710:0.00293813113783 10985:0.00361846086567 11081:0.00366470073497 11103:0.00761283301852 11156:0.00522674934962 11173:0.00351046481337 11237:0.00235688350744 11240:0.00134875521924 11272:0.0199122115423 11393:0.0132930881346 11459:0.00217424296308 11544:0.00341299935626
../code_corpus/python/boto/both/provider.py_10_both, 68:0.00973436132727 86:0.0152274368691 215:0.0104096634493 216:0.0137132553151 366:0.0152274368691 436:0.0152274368691 659:0.00962354175707 814:0.00659128306895 863:0.00745796057676 972:0.00666012395675 1041:0.0277671059199 1098:0.008986633259 1368:0.00735499046931 1426:0.00588988173843 1435:0.00941926724564 1518:0.00850801732307 1720:0.000217746719326 1806:0.0284115492952 2034:0.0107631511549 2061:0.0121070350641 2131:0.0277671059199 2245:0.00361109762214 2922:0.00985190123229 2952:0.0125396690507 2970:0.0069628906695 3101:0.0152274368691 3145:0.0138835529599 3335:0.00833427595686 3341:0.00990752525795 3386:0.00869887437852 3564:0.0111957851415 3724:0.00914829474406 3893:0.00622282374727 4119:0.0152274368691 4144:0.0124456474945 4360:0.0130974312677 4396:0.00289405042393 4418:0.00725721439142 4579:0.0117535473585 4662:0.0164230503733 5070:0.0152274368691 5250:0.00646052692563 5715:0.037298688642 5802:0.0221661295047 5956:0.0152274368691 6001:0.0219348513326 6056:0.0111957851415 6138:0.00970057485838 6141:0.00277080667256 6146:0.00140194573964 6150:0.00906577954007 6373:0.00566040651086 6387:0.0172662911069 6420:0.0416506588798 6924:0.0197038024646 6929:0.00807538333643 7086:0.0109674256663 7102:0.0130974312677 7528:0.0125396690507 7906:0.0111957851415 7986:0.00973436132727 8076:0.0101107938527 8437:0.0130974312677 8593:0.0152274368691 8675:0.0456823106074 8905:0.00735499046931 9231:0.0121070350641 9274:0.0152274368691 9325:0.0152274368691 9467:0.0119559272445 9904:0.0152274368691 10012:0.00524739915973 10015:0.00645907944172 10059:0.0152274368691 10324:0.00580516137673 10388:0.0138835529599 10522:0.0130974312677 10533:0.0105783623818 10854:0.00951871543632 10985:0.00961153667444 11094:0.0104723192461 11108:0.0152274368691 11240:0.00806091986497 11393:0.00504425219393 11488:0.00941926724564 11527:0.0152274368691 11566:0.0107631511549
../code_corpus/python/boto/both/jsonresponse.py_13_both, 109:0.0230469314776 566:0.0042561413518 653:0.0569368756897 936:0.0210129450204 1013:0.0084838501434 1414:0.0065971415855 1720:0.000517884089207 1836:0.0109096019841 2282:0.0115092951526 3030:0.0391991473777 4704:0.00482240889141 4914:0.0326676751872 5637:0.0210129450204 6141:0.00838730668452 6146:0.00424372764432 6246:0.0338899442121 7200:0.00401827404524 7203:0.0173368095856 7498:0.00688006017181 7858:0.00790808520544 8022:0.0420258900409 8403:0.0183241611781 8735:0.0569368756897 9145:0.0230469314776 9535:0.0176746161239 10318:0.00419241640605 10850:0.0169449721061 11240:0.00271118025489
../code_corpus/python/boto/both/connection.py_127_both, 1636:0.0245211071283 1720:0.000309684223041 2922:0.0490405750229 3341:0.0369880942964 3643:0.0459671817303 4316:0.051816991392 4342:0.11403768083 4396:0.014405939888 6038:0.0426574258856 7195:0.0535765746375 7248:0.0501175391104 7454:0.0455381782816 8173:0.0531600893618 9617:0.0253134278256 9855:0.0757987968597 9932:0.0691092414005 10012:0.0261203869284 10015:0.016075931055 10155:0.0190999080159 10318:0.00459613057849
../code_corpus/python/boto/both/emrobject.py_4_both, 592:0.10336843081 1208:0.0656845832038 1720:0.00099541357406 4284:0.0472844998165 7200:0.0424788970497 11240:0.0143305242044
../code_corpus/python/boto/both/multidelete.py_4_both, 956:0.0118175422345 1013:0.0130792689711 1720:0.000435493438651 1836:0.00560632324182 2083:0.030560672958 2495:0.0393649699936 3458:0.0104803348132 4284:0.0413739373395 4704:0.00743454704092 5117:0.0147887477395 5367:0.0105702761624 6146:0.00654241345166 6685:0.035530686028 7869:0.0213460210695 8465:0.0185153896157 9198:0.0323949569065 9535:0.0272483665244 10671:0.0158797409741 11061:0.0317654430582 11212:0.035530686028 11240:0.00835947245256 11554:0.035530686028
../code_corpus/python/boto/both/tagging.py_12_both, 566:0.0170245654072 1075:0.174227600998 1720:0.000376642973969 1822:0.0960798596275 3076:0.039903983985 4294:0.0921877259105 6141:0.016774613369 6606:0.0921877259105 6761:0.168103560163 10318:0.0055898885414 11240:0.00542236050977
